codigo,pib_0,pib_1,pib_2,pib_3,pib_4,pib_5,pib_6,pib_7,pib_8,pib_9,pib_10,pib_11,pib_12,pib_13,pib_14,pib_15,pib_16
3114709,55606.354,47779.392,42666.716,35546.116,39002.41,38370.453,31064.857,26428.845,28393.713,20855.117,23390.377,17305.902,23633.674,14251.488,14741.998,10583.956,10288.958
3114808,50251.419,46767.659,44332.354,44027.055,36119.904,29536.461,26796.655,26951.306,25134.239,21574.674,19713.77,19085.649,16872.659,16078.878,13852.705,12092.794,11703.665
3114907,36380.655,30337.048,30733.67,28644.049,21853.505,24836.572,20478.365,17410.45,16199.307,12897.857,11118.118,10450.478,9914.51,9668.695,8348.902,7266.7,6469.369
3115003,59745.472,48541.866,51044.232,53982.174,51512.078,43285.003,32333.959,33445.819,34404.403,27924.675,28024.281,27009.861,23693.463,22812.698,17892.63,15507.714,14160.956
3115102,347179.623,288368.932,285045.661,248606.26,243423.27,229606.819,190153.007,190681.403,213851.974,157853.948,162430.76,137975.923,129396.802,109891.383,101049.489,83024.363,78053.393
3115201,46559.131,39995.736,37841.615,34164.107,28447.702,27432.845,23636.865,28046.607,25603.014,21025.95,18694.544,19016.434,16982.314,15857.57,13230.885,11303.194,10415.214
3115300,1485318.919,1414573.183,1354568.491,1262651.895,1173375.125,1105867.439,1015919.19,778651.263,788275.024,688888.204,604385.806,609611.235,527483.434,432525.779,395991.975,336129.195,305407.652
3115359,257090.163,274994.645,455796.76,461929.123,368971.97,387953.86,297630.938,72518.021,185295.717,53829.644,36524.699,34633.573,16639.767,14218.681,12280.611,12140.692,12172.347
3115409,26797.265,28253.849,27775.088,24338.776,17619.434,17372.527,14708.822,14736.343,14251.672,11829.622,10103.502,8718.048,7553.628,7435.223,6455.796,5488.038,4732.321
3115458,55674.043,58574.728,46188.71,49581.641,42477.828,38927.288,34616.116,27780.383,23961.527,24766.873,23641.753,18762.79,15750.529,13959.647,13182.359,10409.504,10024.544
3115474,40042.465,35517.102,33686.496,31694.231,29286.162,24850.313,23889.641,21756.162,20378.157,16673.927,14631.277,13964.758,12851.234,11002.888,10073.99,8062.669,7907.523
3115508,310108.603,301608.548,279624.706,269186.933,249697.014,209647.791,198694.811,151260.578,142377.606,130853.009,123730.892,116591.612,107584.049,96086.104,88448.077,78528.926,74212.689
3115607,21783.582,17258.239,15604.011,14096.619,11882.227,10780.732,9627.526,10231.108,9378.289,8137.187,7194.559,6671.178,5518.86,5133.372,4686.451,4177.315,3981.712
3115706,82334.934,75012.002,68644.943,61341.677,51999.184,41734.055,38445.761,37785.627,35582.39,31726.655,29868.801,25847.848,23770.397,21619.412,17735.644,14300.922,13600.128
3115805,190934.876,158257.366,139513.663,153689.303,143165.051,130107.159,92196.197,97876.099,101932.576,83676.017,74817.631,72388.97,83112.225,64460.181,54483.269,43712.736,44824.251
3115904,37522.93,33945.827,31212.255,32499.105,26979.071,22328.304,23414.071,19461.458,19400.213,13425.387,11529.042,10209.094,9545.43,9270.798,7771.351,8277.74,8300.126
3116001,75685.144,59213.591,59365.193,44238.476,41690.992,39852.158,30375.391,29814.945,35174.824,24149.009,23355.381,20148.751,20187.621,17152.704,14570.878,12081.842,11932.988
3116100,90696.608,85619.539,81847.138,73704.209,62509.251,58149.757,53142.176,51324.157,47123.067,39792.326,34596.89,30239.059,27395.404,27841.567,21998.992,19470.787,16904.45
3116159,176140.887,133706.355,121190.141,114691.86,113531.661,92705.619,74931.504,72701.653,59772.493,44630.001,30908.755,37462.4,28919.981,28467.32,25831.017,23745.943,20549.879
3116209,28177.348,27032.781,25319.229,24995.432,23178.974,22478.415,23844.653,22983.802,20872.315,15540.507,12453.164,11729.316,10569.083,10096.467,8726.592,8035.407,7068.565
3116308,46579.248,45707.149,39481.923,37915.235,32402.765,28916.61,27421.216,27001.333,24969.071,21503.36,19526.028,19636.557,16948.354,15240.354,14390.877,11891.609,10209.975
3116407,137395.447,111329.779,99757.851,67778.39,76673.004,57997.265,52246.649,49596.417,50775.259,42371.633,40178.285,35210.436,38326.552,30456.244,22900.609,28566.684,33798.132
3116506,62816.983,58648.127,56594.953,54161.749,71084.617,46906.954,44926.132,53825.846,51052.316,38766.646,33005.424,31970.148,24939.745,23778.895,20832.01,17147.012,16341.577
3116605,576468.335,522409.353,495931.257,442765.279,381939.996,346540.582,321375.087,265806.603,259487.968,208491.317,190164.444,168262.942,151420.023,121804.846,100353.198,86597.331,77404.261
3116704,101740.364,86847.645,74806.142,67766.278,58545.407,51275.67,58386.037,43673.15,42866.482,38579.033,34440.155,34591.66,28795.879,23521.946,20790.269,18422.137,17775.838
3116803,84876.438,76996.793,65454.081,60072.966,53782.46,44331.03,40787.63,39879.044,37334.976,32111.565,27810.835,26013.704,23289.835,21561.301,17984.448,15781.185,14773.407
3116902,100860.961,95010.968,97140.758,94522.272,73424.99,82784.789,76787.741,102570.358,80304.343,67645.434,55657.165,55969.116,45953.394,48102.037,46865.83,33654.793,31369.322
3117009,56308.51,52986.634,53896.828,50226.268,46346.249,46373.531,39108.159,43030.595,38033.585,33293.637,31020.568,28002.075,26137.768,22853.339,20780.916,17437.333,16560.865
3117108,194697.97,180536.913,157421.244,124361.769,134182.428,132544.811,100777.288,112827.546,123936.833,81240.444,90026.579,66230.501,91822.687,46045.65,53168.248,39525.592,39196.097
3117207,48185.638,41304.804,36596.251,34315.454,34050.63,34067.224,24352.187,25469.268,26347.366,20698.014,20346.162,20468.991,17715.423,16564.691,15375.825,11802.049,12119.818
3117306,776926.409,623320.734,628098.686,631267.4,675207.786,587850.413,490189.545,492233.221,439372.845,364180.39,387633.869,312832.429,297235.449,227108.519,184843.539,165437.179,129713.979
3117405,41330.046,39194.515,46172.346,35312.967,28634.573,27078.096,23510.788,25352.822,20792.191,18049.61,16848.323,15463.886,13457.98,13208.035,10408.011,10398.733,8082.326
3117504,793844.014,829698.54,351013.004,382545.731,311253.127,168247.431,155894.568,111946.25,106168.597,73598.051,64250.503,58238.081,55001.567,52819.404,44736.2,40995.632,33526.839
3117603,237707.806,200834.594,207225.64,148706.201,162311.002,198282.631,159511.094,100562.907,125617.228,85532.458,58877.858,50980.395,62236.351,46088.474,32595.098,27225.714,30470.201
3117702,209420.894,179140.935,165623.897,150435.255,142330.141,125007.122,111534.358,114521.151,107249.848,94096.301,101578.318,87776.312,76389.683,65398.372,57600.646,45665.466,42834.615
3117801,140388.502,131834.684,120747.418,122613.476,118041.247,142521.995,116202.435,101804.023,99820.577,88655.71,81489.027,74496.003,69121.277,54143.385,49225.251,44257.549,44874.93
3117836,48827.071,44704.669,42871.004,40366.103,33213.75,31803.47,29366.925,25963.333,25083.189,20504.248,18765.151,18948.377,14884.699,14388.217,11038.962,9599.93,8311.509
3117876,1007014.0,789657.521,930160.7,954185.277,728942.335,638479.406,581144.846,1137828.529,1057790.491,908493.886,646945.522,388524.323,58721.041,49162.078,48167.611,59935.39,52397.968
3117900,190845.448,168439.369,147734.629,138651.219,119458.463,128983.47,107961.914,88800.758,98304.807,78621.78,70772.582,64581.244,64052.6,58752.436,45757.389,40215.98,42813.435
3118007,2705920.49,2847307.398,3586201.28,3440405.647,3117064.25,2755149.847,1922673.681,749934.321,850614.106,630682.623,523127.044,490123.74,406057.622,340458.668,244348.118,211306.523,197764.793
3118106,38614.644,36403.664,35084.948,30601.309,28276.983,24899.584,21024.92,20924.396,19645.646,16279.194,14545.713,13534.104,12355.13,10969.261,9430.964,8061.552,7027.213
3118205,452922.783,335186.716,181042.652,185795.688,167493.072,152451.586,117839.318,113340.767,98280.472,93938.071,97018.169,93381.652,89506.355,73904.757,67862.778,69203.008,54327.142
3118304,1989313.234,1878984.552,1789594.688,1716668.853,1521037.98,1276731.601,1129940.656,899065.028,852038.722,741900.805,674402.495,618245.167,588301.796,449634.714,390851.064,340299.393,303290.802
3118403,268151.54,261752.86,254815.204,230530.735,221431.347,186022.371,159757.496,168793.878,165297.28,137816.426,129531.636,118347.056,108189.59,97033.482,79418.992,74150.004,63644.308
3118502,26447.533,22753.903,20857.164,18883.87,17505.007,14169.818,12519.574,10918.862,10973.671,8916.948,8253.797,7496.807,7107.178,6459.536,5931.307,5010.567,4803.969
3118601,26487357.027,26028295.052,26437650.161,24358357.708,22576504.959,20220913.015,19142636.355,15327434.889,14963433.9,12340154.038,11314820.519,9791840.949,8490274.259,7615019.882,6684210.009,5647846.026,4997667.979
3118700,175366.786,126272.208,125805.671,110184.825,110939.031,108655.553,80683.637,90758.97,80654.063,67997.994,76587.633,68417.331,68662.893,57237.184,50944.476,46398.842,37633.276
3118809,210065.467,197933.357,176264.792,191797.494,305004.374,146867.658,128518.679,138630.86,117685.802,100039.735,82066.011,76178.784,73755.316,64471.452,55616.408,46650.234,44981.758
3118908,100211.978,91559.737,83979.084,76319.595,65802.228,60962.202,53759.244,65225.216,63085.2,52209.853,45965.956,45876.657,40897.932,38108.036,32144.367,29500.269,28134.536
3119005,70900.061,50778.948,51001.192,40191.387,36537.993,45782.607,31907.074,34403.674,35048.038,26596.389,27495.882,24908.786,27128.723,20058.168,21172.233,11995.334,10461.989
3119104,303271.302,289743.416,277564.08,247383.681,294057.939,255663.042,163944.624,148683.041,143617.112,123566.235,114664.926,112039.688,99710.577,88361.947,79912.13,70729.304,63629.131
3119203,88779.626,88953.077,75553.647,68089.928,56484.195,66419.896,54097.099,56228.37,57312.978,43035.466,38858.441,33933.781,31385.423,28007.344,27606.757,21096.065,19528.298
3119302,940424.915,805972.324,798675.885,708161.346,673736.452,584555.53,479056.447,481123.035,465931.47,378508.066,297057.314,279196.679,265375.734,229279.27,190465.255,162472.401,151200.584
3119401,1606532.138,1537239.334,1483534.795,1389779.436,1201570.196,1071321.288,920040.106,730107.555,660494.023,579360.333,539005.098,467014.027,433258.186,400406.827,361866.999,322612.969,287682.469
3119500,81442.061,76760.462,63225.512,61145.399,55582.948,49475.038,42341.062,38726.01,35803.231,29783.234,27618.207,24079.003,20535.217,18304.62,15937.563,13855.331,12662.885
3119609,39928.996,36892.667,35664.228,31138.813,26459.952,23697.787,21770.541,21531.048,20599.504,17550.807,16315.812,15934.987,13751.274,12246.93,10238.31,8593.619,8294.007
3119708,52360.76,42538.565,39817.68,39278.906,34825.834,31906.035,28638.246,26913.747,25230.906,20328.058,18130.168,17940.66,16473.243,15139.098,13251.889,11999.682,10732.416
3119807,104304.234,91118.978,77644.481,80192.721,68175.519,58781.156,43984.327,39430.468,35207.263,28225.142,26344.36,26954.17,22632.625,21180.081,17515.844,15366.878,14041.583
3119906,34292.303,32603.154,29246.632,26730.45,24229.913,21091.196,18680.435,21051.011,19651.395,17365.549,16367.929,14934.617,13454.233,12278.03,10562.828,9199.576,8419.463
3119955,151851.118,155882.968,192304.276,174585.287,154576.564,148502.402,111350.03,78653.646,81697.636,69858.759,76310.919,67316.534,61987.483,48986.216,38760.013,31511.284,22158.716
3120003,34812.745,29442.158,31602.388,23661.217,21087.133,19895.313,21259.912,25387.726,24081.256,18149.156,13637.714,12435.558,11323.605,10673.891,8479.35,7646.76,5997.262
3120102,44132.153,55333.705,44567.636,44834.554,34542.525,30363.979,26318.033,21422.933,19593.457,17127.695,15809.372,18211.825,18412.118,16185.874,13020.818,8819.022,7251.79
3120151,53427.405,48111.515,46042.082,41893.234,35731.313,33324.297,29482.886,35495.859,32757.441,27378.803,24242.041,22047.211,19731.655,17848.075,16005.162,12121.812,11245.159
3120201,212039.627,160895.674,137393.718,125124.634,127472.357,130534.121,91474.587,109660.72,107875.582,92688.94,86751.619,80022.223,80995.767,65062.625,52232.393,46938.549,44835.845
3120300,40596.393,37565.985,41523.329,58166.849,76741.088,34745.532,28155.005,29089.012,26761.729,19187.433,17627.363,17093.219,14869.13,15473.074,11988.594,10110.157,8819.551
3120409,82275.411,88548.306,83920.745,76001.973,56968.633,50850.303,41386.46,37643.899,36896.764,30131.016,27644.473,25674.728,23800.395,21060.326,17669.381,15273.031,14574.52
3120508,164959.61,144779.405,149124.063,123601.003,130785.553,130278.237,92542.004,86360.086,69723.945,61872.804,54569.241,55565.229,47941.921,45573.025,36790.93,35027.867,29190.819
3120607,58798.581,53671.599,50938.836,47723.308,41722.027,35449.269,31861.767,30362.638,30496.815,24982.461,21901.167,18611.893,18871.148,17089.062,13773.941,11426.449,10461.406
3120706,90566.264,76308.318,72183.828,62052.052,58897.855,48276.326,41280.669,47819.882,42181.746,31968.086,27143.193,27700.966,25299.233,22010.555,18749.353,16396.684,15132.919
3120805,219383.674,195749.595,177916.563,161946.513,140640.218,121039.829,105049.161,105488.299,97624.087,83346.931,73417.581,74516.758,63670.804,58453.385,51888.913,42589.219,43217.398
3120839,43563.452,45984.481,41435.7,36340.156,31508.398,32512.694,25568.481,25642.279,24592.678,19281.97,18212.881,16440.422,14968.263,12895.319,11249.26,10914.473,9747.699
3120870,60690.444,57526.806,55144.671,51884.738,38753.627,32618.784,38169.162,33737.356,28779.096,24374.996,22207.517,20707.714,18613.01,18073.039,17809.117,12282.047,10956.53
3120904,1354417.014,1369859.145,1235271.748,1220267.87,1059897.653,841928.779,800196.772,667946.48,621295.277,501887.52,452619.685,418317.213,394994.545,325531.936,279957.804,249672.2,228631.454
3121001,50905.923,47497.375,46930.341,45260.537,35908.777,29286.312,25427.234,26562.906,23278.168,17531.295,15368.735,13385.988,12037.515,11172.666,10007.896,8480.366,7384.688
3121100,88382.268,84132.991,81218.519,65846.957,61171.051,61463.601,50817.42,44618.983,38171.108,34204.209,29629.91,34138.259,32909.866,32124.116,49572.786,39601.62,31898.961
3121209,168280.623,132212.537,133814.816,122599.334,115650.78,122420.635,87556.369,101530.203,91764.037,69590.456,60885.531,57374.818,54103.317,45330.751,34209.248,29648.27,28495.751
3121258,322405.97,305104.793,260426.459,285507.288,239265.418,247270.337,235187.147,221938.914,202443.061,174423.049,207204.607,191012.859,164124.907,89799.228,81378.919,71384.503,44278.972
3121308,59424.032,52337.348,51319.238,51778.651,44498.541,39096.213,36998.051,36482.339,37915.073,32382.225,26340.806,24236.5,25311.56,24723.698,18082.317,14884.75,16378.136
3121407,99960.875,64930.352,57967.931,53508.351,44566.496,41030.369,38513.181,35317.012,34917.475,29601.053,25480.555,25052.07,22974.591,22438.726,15966.808,13949.804,11957.569
3121506,34948.496,33696.579,31525.975,29254.252,26059.714,23700.533,20585.822,20403.631,19925.604,15838.647,14162.948,12958.371,11496.43,10256.149,9721.314,8080.287,6881.48
3121605,712414.533,666660.063,603264.346,563268.786,488282.573,421303.484,381948.43,290980.278,275892.809,237488.341,213837.16,189475.687,169697.429,152312.552,132364.279,117393.375,104312.283
3121704,33867.224,29802.756,25373.506,25161.641,28111.006,21631.366,20119.27,19591.857,17413.585,15184.372,12453.372,11449.09,10465.495,10106.101,8576.7,7142.979,6337.303
3121803,69043.724,66083.958,61422.69,56391.298,47080.814,44146.351,41651.193,50538.056,43397.735,34649.698,31550.831,30347.483,25377.332,26366.51,21933.82,16746.53,19051.964
3121902,41624.92,35347.954,37738.318,36778.291,31325.48,27554.828,23020.856,19764.759,19431.222,16480.979,14930.7,13428.103,11601.364,9446.71,7873.436,6898.979,6452.525
3122009,237311.056,226942.383,195739.915,171695.968,180026.729,162247.738,113315.898,106935.851,116213.397,82945.641,83618.201,79936.345,74601.394,68935.354,56962.919,53009.279,56103.321
3122108,48009.935,42246.235,37883.774,38083.78,30432.91,26756.323,25699.867,29607.574,27744.703,24397.5,21749.812,19208.141,17741.785,16532.032,13941.96,12187.761,11450.934
3122207,52847.979,51572.14,46747.221,48365.442,38203.923,34501.114,30201.76,32158.476,30073.712,23342.412,21749.902,20309.788,17949.472,17934.071,13503.632,11896.831,10846.955
3122306,5635252.835,5483763.291,5301634.103,4958091.222,4399237.304,3955207.517,3417488.595,2822843.816,2960161.533,2606805.178,2377546.31,2174946.923,1996914.772,1585007.2,1340898.227,1139824.351,1025438.25
3122355,89783.519,68678.193,72388.234,64629.327,56301.187,85752.97,53488.592,42934.895,41139.395,35316.494,32671.968,29841.127,25776.115,21795.602,17437.964,15396.759,13479.974
3122405,88848.999,74113.014,65314.677,61033.835,60242.162,56207.0,47038.923,44898.356,46474.75,35751.085,38663.73,30413.131,35758.383,26346.782,25124.772,21406.339,19073.124
3122454,65336.014,57891.239,59690.067,53082.512,48881.863,53030.196,42083.016,45386.234,41278.834,35761.662,25920.877,24727.607,23468.952,19622.044,21828.475,15288.241,13171.137
3122470,50775.039,45792.944,42049.288,39151.728,36247.313,31516.132,28359.197,39059.904,36996.178,29153.961,25561.079,26331.442,20847.596,20727.474,16203.62,13730.21,14571.858
3122504,52548.453,48177.302,46635.695,36424.614,33413.41,29711.808,27701.884,29309.562,30781.167,26169.233,23737.708,20028.329,17818.91,16648.948,15126.519,13604.824,12996.95
3122603,43218.613,40669.344,43452.944,40245.555,31604.95,27582.875,26465.601,23289.43,21435.115,18052.211,15416.201,14396.034,13166.069,11957.669,9821.531,8950.569,8097.666
3122702,79463.068,72945.007,69669.528,62647.902,58552.93,54754.333,48993.907,39601.591,36825.264,32055.556,29511.463,25960.017,23436.19,21271.312,18762.902,16456.444,15188.121
3122801,29894.546,26310.675,24941.377,23218.437,20527.9,18172.436,16349.147,17674.35,16539.899,16843.777,14186.797,15675.024,13299.915,12560.794,8547.983,7688.3,7090.952
3122900,73488.316,67325.057,54873.636,52157.214,51234.074,43986.882,35993.852,37475.734,35018.113,30582.705,29774.491,25629.593,22214.389,20935.601,18041.302,15071.228,13861.655
3123007,223388.191,215933.356,192778.194,174295.215,171984.225,148075.967,110621.044,81136.281,81319.412,79843.872,69636.897,63427.175,52689.359,44871.8,38217.268,32737.697,29496.277
3123106,107859.505,97375.64,67509.877,66107.604,37305.494,40769.307,31432.798,30749.992,30704.206,27957.909,24258.652,22873.916,18495.427,21464.803,16228.32,14267.328,12608.545
3123205,212203.952,191121.71,183838.477,169891.438,154321.717,140117.572,121479.946,118567.639,114654.719,102654.454,95454.929,91395.133,82771.85,77092.21,62748.077,55225.527,52639.512
3123304,42703.188,38718.765,43200.03,38770.303,39325.148,26869.803,20679.756,23710.415,23314.662,20710.234,19110.705,16811.712,15682.644,15002.091,12807.55,10893.366,10436.808
3123403,54486.027,52507.485,41863.508,26550.162,20524.9,19130.191,15348.695,16033.634,14605.571,12848.649,12481.755,11703.87,10943.971,9573.474,9154.641,8477.426,7594.984
3123502,49538.647,49251.546,44820.359,41051.577,33890.967,31921.049,26723.815,22668.709,18632.759,15106.085,13848.827,13662.943,11488.241,10461.321,8271.833,7281.286,6422.284
3123528,100203.134,83470.385,76993.533,65501.506,70056.091,74129.585,49010.768,49316.031,50710.799,43547.655,42503.682,36686.862,36076.935,29618.351,34673.826,22470.242,24439.902
3123601,554101.384,456881.508,467721.689,334161.13,369535.277,374016.521,312673.488,249523.247,276939.768,245168.763,287132.161,268088.276,198811.051,156833.818,161350.579,130934.073,103089.656
3123700,108486.23,107398.53,103327.151,90297.356,76844.668,67030.7,65096.2,56971.213,53769.422,46374.4,45330.032,42396.461,37459.294,33731.292,28555.338,26984.589,23589.966
3123809,72175.414,65433.458,60468.886,58290.014,115903.78,43902.198,39323.773,37033.053,34064.71,28173.933,25634.343,23993.49,20441.16,18635.884,16151.599,13830.612,12342.219
3123858,50028.982,44863.688,43068.323,37499.33,35520.197,30947.22,25126.246,25551.394,24360.124,19116.04,17750.776,17379.946,14400.587,12628.298,11357.884,9978.052,9541.663
3123908,184634.042,162488.17,155391.914,133277.612,123628.729,108669.142,98117.02,90916.751,89272.023,79688.904,66915.751,56515.044,49753.651,48407.079,40022.74,37997.137,35344.815
3124005,319474.455,273504.163,264141.026,230948.17,199906.28,179684.368,150990.051,116540.177,124151.251,102448.133,100700.006,86615.844,72119.762,63373.068,58896.306,44357.759,44520.225
3124104,660885.415,584582.081,525013.416,476803.095,431269.632,374649.681,325445.957,293663.651,276366.272,237770.541,207297.556,195857.356,172329.036,159005.278,140888.542,113839.148,103967.12
3124203,427170.801,405848.443,324206.012,278336.635,257582.177,252239.441,180098.996,188270.574,195893.943,110738.05,134691.771,115820.205,96447.253,87476.704,70383.083,73741.598,75530.857
3124302,276095.755,261659.56,220613.994,221354.79,193136.379,173891.445,149107.535,137622.898,125469.628,105595.584,95328.546,87053.125,77233.631,69021.939,60037.823,53082.845,46776.232
3124401,84012.97,71292.982,61643.058,52966.322,48030.989,46369.468,32955.868,38090.212,36980.347,26926.82,29008.215,25892.49,22161.326,21731.049,20665.108,20743.301,16457.916
3124500,259490.677,229208.355,210889.698,197054.969,176187.102,151843.865,140890.101,98706.395,89893.53,82192.616,75356.163,69201.244,53988.538,54005.286,48532.181,41512.686,38768.675
3124609,30344.481,26576.011,24575.343,22533.153,20375.599,18260.6,17339.214,19666.851,18457.039,15819.605,14369.729,13438.879,12481.667,11777.043,10169.907,9560.918,8804.897
3124708,97065.471,84564.057,80879.031,76237.544,70653.269,67966.803,51086.382,38752.014,37208.63,33846.719,30813.666,27958.463,25320.021,21134.435,17748.524,16321.714,17031.481
3124807,345402.038,122552.151,413130.949,493592.803,826991.778,447496.534,452050.297,132035.469,105331.96,76359.981,71449.959,64532.724,60072.374,48721.042,44857.92,35183.012,32308.685
3124906,142254.97,132946.015,123894.432,111907.054,101179.749,93145.291,69131.971,66839.36,58123.302,50373.287,44307.676,39732.743,34754.474,31824.684,26648.835,27110.102,22370.142
3125002,38302.595,37609.907,37185.907,34125.773,26315.37,24342.683,21748.351,18640.521,17978.77,15373.967,14916.448,13273.015,11358.611,10601.055,9637.497,8376.35,8258.285
3125101,6179761.658,5086204.631,4842921.362,4083945.587,3104037.074,2387095.155,1884763.511,1390704.815,1251265.29,1132972.07,1003324.113,891187.116,786809.808,589987.714,519090.26,379215.034,326173.985
3125200,39878.025,35712.193,29965.507,29101.537,30027.717,32979.962,27423.304,25116.729,27387.551,19345.361,19675.421,15607.435,18057.677,12219.536,13117.471,10404.521,11126.562
3125309,48656.896,46185.085,42369.096,36938.312,36615.169,34575.99,27357.155,30483.167,32010.636,26655.148,25489.307,23015.552,21534.899,19247.705,13945.383,13981.219,13703.034
3125408,43826.306,39468.236,36178.072,36504.168,31586.764,27885.274,24537.723,24511.755,22965.518,19250.897,16764.61,15564.611,13666.947,12022.463,11147.761,9118.046,7845.852
3125507,29286.244,27225.824,25998.992,24427.493,22220.362,20296.223,17265.36,16895.644,15567.994,13199.475,11252.274,10126.502,8842.862,7990.652,7371.898,6183.256,5396.106
3125606,58804.922,55881.115,50935.259,46295.376,39744.083,35130.001,33087.965,32430.927,28022.612,24371.338,22154.901,20096.291,17834.89,16377.652,14619.405,12266.013,11471.582
3125705,257186.295,251716.819,247696.769,339140.22,262430.942,196940.176,186493.592,150857.72,178854.491,76662.25,78592.565,71657.663,63819.62,59337.852,49311.31,41683.333,37376.592
3125804,32940.342,31884.586,30289.376,26615.238,22872.437,20093.541,18080.722,18489.883,17374.945,14652.9,13320.729,11582.226,9635.31,9266.384,7958.514,6625.818,6425.278
3125903,109058.612,101190.564,105613.7,95508.077,87758.266,70860.896,63308.038,59058.409,61622.866,56204.293,49203.801,44959.718,41118.153,36361.762,30960.119,27916.994,26070.203
3125952,106715.173,106778.475,93240.044,87378.796,79192.583,71120.417,55424.519,55306.681,53652.527,40459.298,40209.721,36185.898,34032.796,28897.038,21504.496,21506.792,21232.503
3126000,105292.203,101190.675,93916.573,74468.337,68463.331,58647.054,51734.27,46158.131,43934.194,40065.428,38081.146,34691.615,29352.588,27300.918,22221.82,18677.87,17501.649
3126109,1483720.677,1336714.028,1293587.481,1167138.277,1096142.64,985300.304,879186.003,705418.214,665963.937,578566.005,525178.989,478950.949,433875.381,373573.597,320300.731,271066.918,247286.96
3126208,177819.21,161155.465,164282.643,151893.628,131751.076,118173.71,80369.574,113454.074,98881.511,69896.627,59346.875,71368.894,69807.017,52537.199,45477.027,27145.456,30059.9
3126307,99606.326,93872.635,99116.925,98182.621,310980.732,335709.868,271615.715,240101.495,157812.917,197651.095,140184.57,120264.835,136638.883,91572.121,66961.811,84251.505,97715.329
3126406,34289.444,32939.936,34075.425,33403.467,26129.791,24756.612,21282.674,23633.565,23061.039,18797.389,17280.865,16747.683,15215.203,15066.895,12593.337,10948.659,10599.173
3126505,63204.778,60487.886,56538.511,48851.448,42625.445,38148.259,34737.003,36033.396,32723.207,28547.565,25650.878,23748.074,21427.205,19041.331,17436.244,14894.109,13469.694
3126604,46043.454,42979.246,39828.256,31494.042,176274.841,34094.45,29193.923,29324.212,26116.757,19483.973,17215.46,15985.978,13883.518,13693.122,10978.48,9794.108,8779.173
3126703,372999.011,299148.176,311952.021,305789.373,231141.864,208413.669,150876.281,159827.941,147237.466,120954.449,107210.354,98369.171,82612.321,77735.303,65888.514,55420.693,53382.022
3126752,66521.648,55830.895,55556.181,47639.434,36527.685,32136.783,26175.672,29615.421,26976.012,22921.167,20526.507,18695.943,17394.715,16173.516,14032.286,11212.763,10557.767
3126802,55150.343,50592.695,45457.863,43758.859,38665.45,37784.481,31229.91,35450.666,31423.905,27202.646,24177.465,21262.963,18743.059,16676.203,13752.506,11011.887,10607.301
3126901,95769.656,84452.247,94657.145,82585.742,59576.176,51788.728,50275.125,54861.646,50771.012,45190.544,36447.566,37787.301,33685.536,29950.14,25370.601,22596.754,21768.753
3126950,27738.386,25375.144,23756.688,22299.754,20276.166,17311.098,15063.98,16042.225,14389.002,11940.131,9686.995,8563.007,7462.384,7014.857,6376.573,5134.404,5017.226
3127008,1116574.451,671489.89,405671.969,529975.845,840572.811,1013470.786,808504.594,771569.305,826602.798,832721.852,786829.916,723436.858,659022.14,522931.775,354099.077,231191.597,352060.524
3127057,34963.629,31751.635,28663.38,27812.93,24860.521,22956.621,20574.47,21263.74,19439.541,16190.444,14791.915,12963.232,11245.087,10509.387,10004.099,7617.653,7046.009
3127073,37396.495,35355.888,34295.728,32381.362,27055.115,25851.829,22844.612,28034.445,22396.54,17849.376,16565.844,14336.261,11702.613,11603.843,13909.567,8661.46,7999.247
3127107,1625516.217,1411954.832,1388668.405,1228953.664,1075468.502,966658.286,775520.923,789205.605,691377.238,585129.02,548801.416,477315.473,480044.821,442528.136,371964.306,337207.962,296808.782
3127206,49899.973,46824.307,42240.17,39343.272,33328.292,27189.232,26613.455,27172.657,25479.475,21059.906,17988.286,17506.369,15425.681,14630.448,12841.04,11609.703,10726.237
3127305,72019.348,78223.452,71603.472,62070.706,53285.597,46474.152,40059.324,44621.54,41498.317,37214.162,33715.95,29957.859,25169.784,22921.155,20442.786,19069.905,17128.212
3127339,40789.174,37419.976,34373.549,33845.404,32314.395,28613.101,28450.194,33990.834,29886.64,22945.098,18213.594,18082.992,16200.491,15862.203,15396.269,11488.067,11348.733
3127354,26200.024,25144.064,23458.624,21195.582,45066.639,17694.193,15752.402,17463.341,13969.62,12811.935,10925.816,10377.558,8269.995,8114.765,6680.796,5673.594,5444.913
3127370,32874.174,31535.37,28231.215,27001.968,25388.781,22428.871,17735.235,18767.81,18238.901,16380.926,13353.511,12914.513,11213.461,10010.186,8120.874,7163.012,6932.244
3127388,57837.773,47566.553,45181.178,37946.535,35552.188,30672.739,24611.243,25345.323,23152.768,19327.34,16752.011,17095.023,15994.263,13962.759,12419.794,10554.195,9392.948
3127404,57131.777,50603.159,48219.691,45288.284,40413.904,31957.912,31309.301,24468.007,22807.123,19154.986,17798.277,17008.821,15343.132,13483.055,11694.434,10682.547,9693.513
3127503,45930.695,42236.913,41764.705,36793.699,35022.092,30601.011,23936.271,22988.164,24389.696,19166.744,16515.036,14047.702,12968.5,10978.554,9856.939,9004.609,7728.589
3127602,137726.815,136030.695,126340.157,126533.078,105977.391,88747.155,93093.322,79164.515,72683.236,65397.134,57587.3,53251.537,48257.118,41995.126,36001.167,29837.702,26828.285
